datetime,open,high,low,close,volume,hold
2025-04-22 21:13:00,14495.0,14495.0,14475.0,14485.0,1291,151919
2025-04-22 21:14:00,14485.0,14490.0,14480.0,14485.0,697,152045
2025-04-22 21:15:00,14490.0,14490.0,14480.0,14490.0,545,151967
2025-04-22 21:16:00,14485.0,14490.0,14470.0,14480.0,1551,152127
2025-04-22 21:17:00,14475.0,14480.0,14460.0,14475.0,2354,152342
2025-04-22 21:18:00,14475.0,14480.0,14465.0,14480.0,750,152416
2025-04-22 21:19:00,14480.0,14480.0,14460.0,14465.0,1530,152493
2025-04-22 21:20:00,14465.0,14470.0,14460.0,14470.0,780,152567
2025-04-22 21:21:00,14470.0,14495.0,14470.0,14495.0,2657,152981
2025-04-22 21:22:00,14490.0,14495.0,14485.0,14485.0,1415,152948
2025-04-22 21:23:00,14485.0,14505.0,14485.0,14500.0,1644,152664
2025-04-22 21:24:00,14505.0,14540.0,14505.0,14525.0,5140,152544
2025-04-22 21:25:00,14525.0,14535.0,14520.0,14530.0,1558,152465
2025-04-22 21:26:00,14530.0,14540.0,14520.0,14540.0,3174,152395
2025-04-22 21:27:00,14540.0,14545.0,14525.0,14540.0,2297,151866
2025-04-22 21:28:00,14545.0,14560.0,14540.0,14560.0,3831,151721
2025-04-22 21:29:00,14560.0,14560.0,14540.0,14540.0,2429,151446
2025-04-22 21:30:00,14540.0,14550.0,14540.0,14545.0,1400,151330
2025-04-22 21:31:00,14550.0,14560.0,14540.0,14555.0,2142,151396
2025-04-22 21:32:00,14560.0,14580.0,14555.0,14575.0,4282,151057
2025-04-22 21:33:00,14570.0,14575.0,14555.0,14555.0,1980,150837
2025-04-22 21:34:00,14555.0,14565.0,14550.0,14550.0,1742,150832
2025-04-22 21:35:00,14555.0,14560.0,14550.0,14550.0,1109,150791
2025-04-22 21:36:00,14555.0,14560.0,14550.0,14560.0,949,150730
2025-04-22 21:37:00,14555.0,14560.0,14530.0,14535.0,2910,150469
2025-04-22 21:38:00,14540.0,14545.0,14530.0,14535.0,1551,150733
2025-04-22 21:39:00,14535.0,14540.0,14535.0,14535.0,252,150743
2025-04-22 21:40:00,14540.0,14540.0,14525.0,14525.0,1389,150938
2025-04-22 21:41:00,14530.0,14530.0,14515.0,14515.0,2043,151059
2025-04-22 21:42:00,14515.0,14520.0,14495.0,14500.0,3815,151169
2025-04-22 21:43:00,14500.0,14525.0,14495.0,14520.0,2819,151094
2025-04-22 21:44:00,14520.0,14520.0,14510.0,14520.0,915,151017
2025-04-22 21:45:00,14520.0,14525.0,14515.0,14520.0,830,150797
2025-04-22 21:46:00,14525.0,14525.0,14510.0,14520.0,876,150926
2025-04-22 21:47:00,14515.0,14540.0,14515.0,14540.0,2059,150717
2025-04-22 21:48:00,14535.0,14555.0,14535.0,14555.0,1717,150318
2025-04-22 21:49:00,14550.0,14555.0,14540.0,14545.0,1301,150150
2025-04-22 21:50:00,14550.0,14560.0,14545.0,14550.0,1003,150034
2025-04-22 21:51:00,14550.0,14555.0,14545.0,14545.0,499,149996
2025-04-22 21:52:00,14545.0,14560.0,14545.0,14550.0,918,149962
2025-04-22 21:53:00,14550.0,14570.0,14545.0,14570.0,1022,150099
2025-04-22 21:54:00,14570.0,14570.0,14550.0,14560.0,1484,149726
2025-04-22 21:55:00,14560.0,14570.0,14550.0,14565.0,1242,149825
