datetime,open,high,low,close,volume,hold
2025-04-21 15:11:00,106.085,106.09,106.085,106.085,28,165366
2025-04-21 15:12:00,106.085,106.09,106.085,106.085,102,165340
2025-04-21 15:13:00,106.085,106.09,106.08,106.08,155,165291
2025-04-21 15:14:00,106.08,106.09,106.08,106.085,206,165188
2025-04-21 15:15:00,106.085,106.09,106.08,106.08,202,165079
2025-04-22 09:31:00,106.125,106.155,106.12,106.145,767,165206
2025-04-22 09:32:00,106.15,106.15,106.135,106.135,267,165281
2025-04-22 09:33:00,106.135,106.15,106.135,106.15,234,165345
2025-04-22 09:34:00,106.15,106.15,106.14,106.145,190,165370
2025-04-22 09:35:00,106.145,106.15,106.13,106.135,515,165369
2025-04-22 09:36:00,106.14,106.14,106.12,106.125,451,165335
2025-04-22 09:37:00,106.125,106.13,106.12,106.125,73,165309
2025-04-22 09:38:00,106.125,106.125,106.115,106.115,204,165250
2025-04-22 09:39:00,106.115,106.125,106.115,106.125,92,165256
2025-04-22 09:40:00,106.125,106.13,106.12,106.13,166,165251
2025-04-22 09:41:00,106.13,106.13,106.12,106.125,228,165285
2025-04-22 09:42:00,106.125,106.125,106.12,106.12,145,165298
2025-04-22 09:43:00,106.125,106.13,106.125,106.13,111,165320
2025-04-22 09:44:00,106.13,106.13,106.115,106.115,155,165316
2025-04-22 09:45:00,106.115,106.12,106.115,106.12,76,165328
2025-04-22 09:46:00,106.12,106.13,106.12,106.125,113,165306
2025-04-22 09:47:00,106.125,106.125,106.12,106.125,49,165297
2025-04-22 09:48:00,106.125,106.125,106.125,106.125,74,165295
2025-04-22 09:49:00,106.125,106.13,106.125,106.13,131,165327
2025-04-22 09:50:00,106.13,106.135,106.13,106.135,162,165285
2025-04-22 09:51:00,106.135,106.135,106.125,106.125,52,165321
2025-04-22 09:52:00,106.125,106.135,106.125,106.13,195,165299
2025-04-22 09:53:00,106.135,106.135,106.13,106.13,304,165250
2025-04-22 09:54:00,106.13,106.135,106.13,106.135,8,165251
2025-04-22 09:55:00,106.135,106.14,106.135,106.14,89,165239
2025-04-22 09:56:00,106.135,106.14,106.135,106.135,53,165237
2025-04-22 09:57:00,106.135,106.145,106.135,106.145,251,165281
2025-04-22 09:58:00,106.145,106.15,106.14,106.145,249,165284
2025-04-22 09:59:00,106.145,106.15,106.145,106.145,201,165283
2025-04-22 10:00:00,106.145,106.15,106.14,106.145,195,165267
2025-04-22 10:01:00,106.145,106.15,106.14,106.14,229,165325
2025-04-22 10:02:00,106.14,106.155,106.14,106.155,339,165360
2025-04-22 10:03:00,106.155,106.16,106.15,106.155,118,165381
2025-04-22 10:04:00,106.155,106.16,106.15,106.155,384,165416
2025-04-22 10:05:00,106.155,106.16,106.15,106.15,272,165388
2025-04-22 10:06:00,106.15,106.16,106.15,106.155,110,165388
2025-04-22 10:07:00,106.16,106.16,106.155,106.155,271,165452
2025-04-22 10:08:00,106.155,106.155,106.15,106.155,107,165501
2025-04-22 10:09:00,106.155,106.16,106.15,106.155,249,165506
2025-04-22 10:10:00,106.155,106.155,106.15,106.15,502,165457
2025-04-22 10:11:00,106.15,106.155,106.145,106.15,329,165422
2025-04-22 10:12:00,106.15,106.15,106.14,106.145,266,165404
2025-04-22 10:13:00,106.145,106.145,106.135,106.14,212,165401
2025-04-22 10:14:00,106.14,106.145,106.14,106.145,216,165403
2025-04-22 10:15:00,106.15,106.15,106.145,106.15,36,165389
2025-04-22 10:16:00,106.15,106.155,106.15,106.155,168,165350
2025-04-22 10:17:00,106.155,106.155,106.14,106.145,206,165298
2025-04-22 10:18:00,106.145,106.145,106.14,106.145,105,165298
2025-04-22 10:19:00,106.145,106.145,106.14,106.145,270,165265
2025-04-22 10:20:00,106.145,106.145,106.14,106.14,4,165264
2025-04-22 10:21:00,106.14,106.15,106.14,106.15,147,165289
2025-04-22 10:22:00,106.15,106.15,106.145,106.15,17,165283
2025-04-22 10:23:00,106.15,106.15,106.145,106.145,384,165202
2025-04-22 10:24:00,106.145,106.145,106.14,106.145,43,165182
2025-04-22 10:25:00,106.145,106.145,106.14,106.145,112,165202
2025-04-22 10:26:00,106.145,106.15,106.14,106.145,333,165219
2025-04-22 10:27:00,106.15,106.15,106.145,106.145,290,165243
2025-04-22 10:28:00,106.145,106.145,106.14,106.145,8,165240
2025-04-22 10:29:00,106.145,106.145,106.14,106.14,23,165239
2025-04-22 10:30:00,106.14,106.155,106.14,106.155,222,165254
2025-04-22 10:31:00,106.155,106.16,106.15,106.155,279,165262
2025-04-22 10:32:00,106.155,106.16,106.155,106.16,245,165322
2025-04-22 10:33:00,106.16,106.165,106.155,106.165,166,165368
2025-04-22 10:34:00,106.165,106.165,106.15,106.155,264,165438
2025-04-22 10:35:00,106.155,106.155,106.15,106.15,219,165484
2025-04-22 10:36:00,106.15,106.155,106.145,106.155,854,165597
2025-04-22 10:37:00,106.155,106.155,106.15,106.155,128,165646
2025-04-22 10:38:00,106.155,106.155,106.145,106.145,402,165701
2025-04-22 10:39:00,106.14,106.15,106.14,106.145,264,165678
2025-04-22 10:40:00,106.145,106.155,106.145,106.145,494,165737
2025-04-22 10:41:00,106.145,106.15,106.145,106.15,186,165729
2025-04-22 10:42:00,106.15,106.155,106.145,106.155,242,165785
2025-04-22 10:43:00,106.15,106.15,106.145,106.15,146,165804
2025-04-22 10:44:00,106.15,106.155,106.15,106.155,34,165809
