,date,open,high,low,close,volume,hold,settle
113,2023-10-12,98.23,98.57,98.21,98.52,18877,35475,0.0
114,2023-10-13,98.61,98.83,98.59,98.71,19394,36143,0.0
115,2023-10-16,98.88,98.95,98.7,98.88,17411,35725,0.0
116,2023-10-17,98.75,98.86,98.53,98.68,20299,35783,0.0
117,2023-10-18,98.62,98.77,98.47,98.51,18669,35593,0.0
118,2023-10-19,98.47,98.51,98.06,98.07,23503,36883,0.0
119,2023-10-20,98.08,98.54,97.88,98.43,29167,34469,0.0
120,2023-10-23,98.57,98.77,98.5,98.66,20476,35762,0.0
121,2023-10-24,98.52,98.62,98.07,98.33,27779,35746,0.0
122,2023-10-25,98.35,98.49,97.72,98.41,43500,32969,0.0
123,2023-10-26,98.37,98.45,98.27,98.31,20046,31939,0.0
124,2023-10-27,98.29,98.4,98.02,98.15,26007,31612,0.0
125,2023-10-30,98.19,98.43,98.14,98.22,19754,31418,0.0
126,2023-10-31,98.3,98.57,98.23,98.48,22884,31003,0.0
127,2023-11-01,98.52,98.69,98.44,98.56,22267,30667,0.0
128,2023-11-02,98.67,98.98,98.64,98.97,20206,30639,0.0
129,2023-11-03,98.9,98.98,98.72,98.94,20502,30500,0.0
130,2023-11-06,98.96,99.03,98.75,98.97,23796,29243,0.0
131,2023-11-07,99.05,99.12,98.85,98.91,18259,29766,0.0
132,2023-11-08,98.84,99.27,98.8,99.13,26862,30491,0.0
133,2023-11-09,99.19,99.34,99.11,99.12,31773,29213,0.0
134,2023-11-10,99.12,99.44,99.07,99.35,27801,27914,0.0
135,2023-11-13,99.33,99.62,99.3,99.5,25123,29513,0.0
136,2023-11-14,99.66,99.66,99.16,99.3,25382,27229,0.0
137,2023-11-15,99.18,99.43,99.13,99.37,32343,25366,0.0
138,2023-11-16,99.35,99.62,99.33,99.58,23901,25192,0.0
139,2023-11-17,99.5,99.78,99.37,99.73,31007,22940,0.0
140,2023-11-20,99.65,99.75,99.58,99.69,21727,21396,0.0
141,2023-11-21,99.66,99.77,99.56,99.6,22694,19326,0.0
142,2023-11-22,99.55,99.61,99.36,99.37,17898,17184,0.0
143,2023-11-23,99.12,99.12,98.77,98.78,24762,24075,0.0
144,2023-11-24,98.95,99.05,98.83,98.85,27258,24378,0.0
145,2023-11-27,98.88,98.88,98.65,98.66,25056,24552,0.0
146,2023-11-28,98.86,99.09,98.82,99.08,20502,25804,0.0
147,2023-11-29,99.01,99.39,98.95,99.28,23633,27082,0.0
148,2023-11-30,99.4,99.53,99.36,99.41,22260,27946,0.0
149,2023-12-01,99.39,99.46,99.24,99.4,21569,28174,0.0
150,2023-12-04,99.4,99.47,99.29,99.31,14671,28379,0.0
151,2023-12-05,99.28,99.62,99.22,99.52,23854,29151,0.0
152,2023-12-06,99.52,99.56,99.34,99.41,20654,29194,0.0
153,2023-12-07,99.41,99.56,99.24,99.48,18334,29901,0.0
154,2023-12-08,99.5,99.62,99.4,99.55,13884,30395,0.0
155,2023-12-11,99.72,100.03,99.71,99.81,15037,33015,0.0
156,2023-12-12,99.81,99.92,99.7,99.7,11310,32896,0.0
157,2023-12-13,99.9,100.36,99.9,100.26,17539,35449,0.0
158,2023-12-14,100.2,100.38,100.1,100.12,18329,36544,0.0
159,2023-12-15,100.13,100.61,100.05,100.6,21188,36988,0.0
160,2023-12-18,100.66,100.74,100.5,100.69,16610,37175,0.0
161,2023-12-19,100.62,100.87,100.57,100.77,16150,38174,0.0
162,2023-12-20,100.72,100.97,100.72,100.87,20125,37986,0.0
163,2023-12-21,100.86,101.36,100.81,101.31,23231,38925,0.0
164,2023-12-22,101.61,101.64,101.38,101.47,23074,39424,0.0
165,2023-12-25,101.53,102.3,101.49,102.19,23180,40250,0.0
166,2023-12-26,102.05,102.38,101.76,101.82,27724,41302,0.0
167,2023-12-27,102.01,102.19,101.56,101.84,23421,42512,0.0
168,2023-12-28,102.14,102.14,101.47,101.72,22954,41453,0.0
169,2023-12-29,101.75,101.85,101.46,101.68,21329,42371,0.0
170,2024-01-02,101.81,101.83,101.56,101.61,13807,41279,0.0
171,2024-01-03,101.53,101.64,101.24,101.63,22925,40998,0.0
172,2024-01-04,101.7,101.93,101.63,101.76,17729,41174,0.0
173,2024-01-05,101.97,102.31,101.9,102.16,26158,42120,0.0
174,2024-01-08,102.22,102.33,102.07,102.15,16096,41815,0.0
175,2024-01-09,102.42,102.82,102.35,102.8,27446,43708,0.0
176,2024-01-10,102.75,102.79,102.49,102.61,21712,44924,0.0
177,2024-01-11,102.36,102.7,102.2,102.52,25359,44054,0.0
178,2024-01-12,102.4,102.41,102.07,102.07,35398,43135,0.0
179,2024-01-15,101.85,102.41,101.7,102.32,25634,44809,0.0
180,2024-01-16,102.35,102.5,102.19,102.32,21515,45695,0.0
181,2024-01-17,102.2,102.64,102.2,102.61,19605,46304,0.0
182,2024-01-18,102.7,102.88,102.55,102.61,24689,45557,0.0
183,2024-01-19,102.7,103.02,102.68,102.97,20085,46075,0.0
184,2024-01-22,102.94,103.81,102.92,103.68,27248,47704,0.0
185,2024-01-23,103.68,103.75,103.36,103.56,29013,46190,0.0
186,2024-01-24,103.46,103.94,103.32,103.67,29657,46346,0.0
187,2024-01-25,103.4,103.79,103.15,103.55,32353,46463,0.0
188,2024-01-26,103.61,103.74,103.5,103.55,21687,46401,0.0
189,2024-01-29,103.5,103.87,103.4,103.79,24007,46467,0.0
190,2024-01-30,104.1,104.67,104.09,104.6,24843,44160,0.0
191,2024-01-31,105.39,105.45,104.98,105.43,34071,40483,0.0
192,2024-02-01,105.3,105.48,104.94,105.14,31562,37351,0.0
193,2024-02-02,105.11,105.27,105.02,105.14,21661,34794,0.0
194,2024-02-05,105.85,105.9,105.43,105.64,24690,33396,0.0
195,2024-02-06,105.54,105.58,104.65,104.65,31218,29276,0.0
196,2024-02-07,104.58,105.35,104.5,105.18,23675,27849,0.0
197,2024-02-08,105.12,105.45,104.58,104.79,17946,25728,0.0
198,2024-02-19,104.79,105.23,104.64,105.16,9735,23773,0.0
199,2024-02-20,105.22,105.39,105.07,105.33,23191,39312,0.0
200,2024-02-21,105.43,105.59,104.97,105.33,31052,42798,0.0
201,2024-02-22,105.28,105.54,105.13,105.54,23177,45003,0.0
202,2024-02-23,105.6,106.02,105.55,105.83,29772,46817,0.0
203,2024-02-26,105.82,106.33,105.68,106.33,27008,50184,0.0
204,2024-02-27,106.78,106.94,106.47,106.57,34223,50276,0.0
205,2024-02-28,106.7,106.91,106.28,106.91,32084,50103,0.0
206,2024-02-29,107.2,107.56,106.97,107.34,37394,51215,0.0
207,2024-03-01,107.0,107.07,106.0,106.15,49697,52158,0.0
208,2024-03-04,106.61,107.18,106.6,107.05,37416,53859,0.0
209,2024-03-05,106.85,107.08,106.4,106.66,43610,55363,0.0
210,2024-03-06,106.79,107.46,106.67,107.28,44121,55919,0.0
211,2024-03-07,107.88,108.09,106.75,107.19,58164,57530,0.0
212,2024-03-08,107.23,107.46,106.74,106.89,44093,57925,0.0
213,2024-03-11,106.84,107.08,106.16,106.24,44776,58447,0.0
214,2024-03-12,105.7,105.9,105.04,105.04,59262,56676,0.0
215,2024-03-13,104.95,105.83,104.5,105.7,77721,53362,0.0
216,2024-03-14,105.47,105.86,105.1,105.61,52902,51159,0.0
217,2024-03-15,105.4,106.2,105.4,105.94,48570,51731,0.0
218,2024-03-18,105.9,106.35,105.76,106.34,35697,53797,0.0
219,2024-03-19,106.66,107.13,106.28,107.03,46256,55547,0.0
220,2024-03-20,106.75,106.99,106.53,106.55,34844,54708,0.0
221,2024-03-21,106.2,106.59,105.92,106.39,48793,56765,0.0
222,2024-03-22,106.48,106.75,105.48,105.49,47569,59081,0.0
223,2024-03-25,105.74,105.92,105.17,105.54,50389,58886,0.0
224,2024-03-26,105.54,105.64,105.2,105.36,39562,59489,0.0
225,2024-03-27,105.45,105.9,105.28,105.82,38773,59851,0.0
226,2024-03-28,105.94,106.26,105.72,105.83,48412,59647,0.0
227,2024-03-29,105.7,106.64,105.59,106.61,46295,60586,0.0
228,2024-04-01,106.17,106.18,105.65,105.8,43377,59930,0.0
229,2024-04-02,106.0,106.16,105.83,106.05,33524,60816,0.0
230,2024-04-03,106.16,106.6,106.16,106.39,33276,61641,0.0
231,2024-04-08,106.3,106.9,106.26,106.64,34382,62951,0.0
232,2024-04-09,106.63,106.97,106.58,106.88,25377,63309,0.0
233,2024-04-10,106.4,106.74,106.27,106.44,32291,62923,0.0
234,2024-04-11,106.29,106.58,105.71,105.86,45626,62175,0.0
235,2024-04-12,106.16,106.47,106.03,106.17,42882,59835,0.0
236,2024-04-15,106.25,106.45,106.01,106.17,37206,59471,0.0
237,2024-04-16,106.17,106.6,106.05,106.6,33999,59957,0.0
238,2024-04-17,106.83,107.0,106.4,106.67,43884,60569,0.0
239,2024-04-18,106.7,107.45,106.7,107.43,46984,62451,0.0
240,2024-04-19,107.4,107.58,107.23,107.44,35887,62722,0.0
241,2024-04-22,107.68,107.95,107.64,107.82,28623,61898,0.0
242,2024-04-23,107.97,108.48,107.91,108.35,42623,61593,0.0
243,2024-04-24,107.8,107.8,107.06,107.1,52806,59975,0.0
244,2024-04-25,107.11,107.24,106.64,106.76,53157,59912,0.0
245,2024-04-26,106.82,106.97,106.14,106.26,46984,58375,0.0
246,2024-04-29,105.66,105.74,104.98,105.39,64461,56044,0.0
247,2024-04-30,105.9,106.22,105.73,106.2,37772,55910,0.0
248,2024-05-06,105.99,106.08,105.68,105.82,37552,51975,0.0
249,2024-05-07,105.86,106.36,105.86,106.23,37057,49742,0.0
250,2024-05-08,106.12,106.57,106.05,106.39,30262,47586,0.0
251,2024-05-09,106.18,106.35,105.74,105.85,32949,45367,0.0
252,2024-05-10,106.03,106.26,105.51,105.7,38463,40691,0.0
253,2024-05-13,106.05,106.6,105.98,106.43,38159,35818,0.0
254,2024-05-14,106.57,106.86,106.44,106.56,24845,33038,0.0
255,2024-05-15,106.64,106.73,106.26,106.43,21412,30709,0.0
256,2024-05-16,106.0,106.08,105.56,105.72,38296,53640,0.0
257,2024-05-17,105.4,105.83,105.02,105.42,53029,58257,0.0
258,2024-05-20,105.6,105.9,105.5,105.74,31234,58532,0.0
259,2024-05-21,105.64,105.73,105.44,105.67,31254,59758,0.0
260,2024-05-22,105.65,106.09,105.65,105.97,32792,62734,0.0
261,2024-05-23,106.14,106.52,106.13,106.41,39491,65313,0.0
262,2024-05-24,106.55,106.69,106.2,106.24,37993,65514,0.0
263,2024-05-27,106.17,106.48,106.1,106.4,33157,65967,0.0
264,2024-05-28,106.5,106.94,106.47,106.91,38205,68332,0.0
265,2024-05-29,107.18,107.31,107.0,107.1,28357,67364,0.0
266,2024-05-30,107.15,107.39,106.74,106.9,42428,67249,0.0
267,2024-05-31,106.63,106.95,106.43,106.46,47697,66050,0.0
268,2024-06-03,106.58,106.94,106.57,106.76,31944,65599,0.0
269,2024-06-04,106.8,106.9,106.64,106.89,28792,66161,0.0
270,2024-06-05,106.96,107.11,106.88,107.01,26552,66191,0.0
271,2024-06-06,107.12,107.13,106.91,107.06,26775,66290,0.0
272,2024-06-07,107.0,107.22,106.93,107.22,24731,68151,0.0
273,2024-06-11,107.25,107.57,107.13,107.44,31164,65989,0.0
274,2024-06-12,107.46,107.55,107.27,107.29,29812,66099,0.0
275,2024-06-13,107.5,107.69,107.45,107.62,28901,66915,0.0
276,2024-06-14,107.8,108.0,107.69,107.86,35245,66290,0.0
277,2024-06-17,107.81,108.1,107.77,108.04,28177,67279,0.0
278,2024-06-18,108.28,108.52,108.16,108.32,38770,68621,0.0
279,2024-06-19,108.5,108.54,108.06,108.39,42098,69545,0.0
280,2024-06-20,108.58,108.78,108.38,108.77,32313,71111,0.0
281,2024-06-21,108.56,108.58,108.1,108.32,34988,70933,0.0
282,2024-06-24,108.31,108.77,108.18,108.73,28846,71835,0.0
283,2024-06-25,108.96,109.14,108.86,109.04,34582,71473,0.0
284,2024-06-26,109.0,109.16,108.88,108.98,27405,71498,0.0
285,2024-06-27,108.97,109.48,108.96,109.47,34200,72453,0.0
286,2024-06-28,109.55,109.73,109.25,109.49,34883,71954,0.0
287,2024-07-01,109.6,110.1,108.24,108.44,85008,72532,0.0
288,2024-07-02,108.31,108.8,108.31,108.75,46520,71768,0.0
289,2024-07-03,108.73,109.1,108.61,109.01,42086,72404,0.0
290,2024-07-04,108.8,109.02,108.65,108.77,34912,72323,0.0
291,2024-07-05,108.63,108.71,108.21,108.41,51636,72902,0.0
292,2024-07-08,108.0,108.14,107.68,108.08,45269,74146,0.0
293,2024-07-09,108.31,108.5,108.2,108.39,34830,74500,0.0
294,2024-07-10,108.35,108.5,108.27,108.46,29336,75624,0.0
295,2024-07-11,108.44,108.55,108.36,108.52,24941,75680,0.0
296,2024-07-12,108.7,108.93,108.66,108.88,28090,76180,0.0
297,2024-07-15,108.96,109.12,108.9,109.08,26617,76802,0.0
298,2024-07-16,109.1,109.22,108.51,109.07,38085,77338,0.0
299,2024-07-17,109.15,109.2,108.9,109.09,28263,77353,0.0
300,2024-07-18,108.99,108.99,108.74,108.82,26097,77801,0.0
301,2024-07-19,108.86,109.1,108.82,109.09,25950,78042,0.0
302,2024-07-22,109.25,109.5,109.11,109.41,32575,75748,0.0
303,2024-07-23,109.52,109.62,109.46,109.57,26967,74240,0.0
304,2024-07-24,109.53,109.74,109.4,109.68,34357,72527,0.0
305,2024-07-25,109.9,110.18,109.85,110.12,41661,71748,0.0
306,2024-07-26,110.55,110.58,110.19,110.42,36147,70190,0.0
307,2024-07-29,110.53,110.95,110.49,110.93,30188,70100,0.0
308,2024-07-30,111.21,111.48,110.95,111.36,49722,67852,0.0
309,2024-07-31,111.51,111.75,111.08,111.09,41684,67044,0.0
310,2024-08-01,111.12,111.7,111.12,111.55,39738,66993,0.0
311,2024-08-02,111.93,112.14,111.46,111.9,47580,67924,0.0
312,2024-08-05,112.21,113.0,112.12,112.97,48873,65883,0.0
313,2024-08-06,111.88,112.19,111.59,111.96,54090,62404,0.0
314,2024-08-07,112.19,112.52,112.03,112.51,37288,61356,0.0
315,2024-08-08,112.04,112.15,111.31,111.81,63741,58876,0.0
316,2024-08-09,111.02,111.47,110.99,111.45,51159,57452,0.0
317,2024-08-12,110.88,110.88,109.96,110.14,51140,53799,0.0
318,2024-08-13,110.36,111.03,110.29,110.89,42642,51096,0.0
319,2024-08-14,111.59,111.89,111.28,111.54,50577,47643,0.0
320,2024-08-15,111.76,111.81,110.97,111.08,41287,44619,0.0
321,2024-08-16,110.63,111.18,110.61,110.68,60436,67422,0.0
322,2024-08-19,110.8,111.31,110.76,111.29,41800,67113,0.0
323,2024-08-20,111.32,111.54,111.25,111.46,38045,68707,0.0
324,2024-08-21,111.5,111.62,110.89,110.92,52135,70477,0.0
325,2024-08-22,111.45,111.76,111.32,111.61,48254,70117,0.0
326,2024-08-23,111.66,111.86,111.37,111.79,48460,71546,0.0
327,2024-08-26,111.7,111.98,111.5,111.75,42906,73731,0.0
328,2024-08-27,111.59,111.75,111.0,111.1,54385,76364,0.0
329,2024-08-28,111.17,111.51,110.82,111.46,55438,76209,0.0
330,2024-08-29,111.56,111.61,111.13,111.32,41952,74103,0.0
331,2024-08-30,111.44,111.48,110.85,111.26,54168,75342,0.0
332,2024-09-02,111.55,111.9,111.37,111.85,39048,74171,0.0
333,2024-09-03,111.83,111.94,111.72,111.9,33378,73566,0.0
334,2024-09-04,112.02,112.34,112.02,112.13,41742,74214,0.0
335,2024-09-05,112.41,112.83,112.0,112.23,54423,76429,0.0
336,2024-09-06,112.3,112.68,112.27,112.56,35941,77127,0.0
337,2024-09-09,112.61,112.98,112.6,112.95,33724,77024,0.0
338,2024-09-10,113.06,113.31,112.95,113.28,47707,78321,0.0
339,2024-09-11,113.38,113.56,113.27,113.51,36104,79088,0.0
340,2024-09-12,113.46,113.74,113.35,113.59,43656,78505,0.0
341,2024-09-13,114.03,114.34,113.81,114.33,51875,80220,0.0
342,2024-09-18,114.81,115.2,114.62,115.13,46029,81038,0.0
343,2024-09-19,115.3,115.54,114.55,114.7,89139,79480,0.0
344,2024-09-20,114.88,115.45,114.83,115.44,53422,81449,0.0
345,2024-09-23,115.58,115.76,115.35,115.63,56493,80526,0.0
346,2024-09-24,115.86,116.0,114.1,114.45,129313,77306,0.0
347,2024-09-25,114.32,114.75,113.8,114.74,78618,75385,0.0
348,2024-09-26,115.2,115.35,113.58,113.58,124715,78571,0.0
349,2024-09-27,112.39,113.0,110.15,110.99,193235,78363,0.0
350,2024-09-30,109.5,111.11,108.61,110.31,158249,71515,0.0
351,2024-10-08,109.32,111.72,109.09,110.56,130484,71088,0.0
352,2024-10-09,110.8,111.7,110.69,111.7,106762,68715,0.0
353,2024-10-10,111.6,112.56,111.5,112.43,81845,67846,0.0
354,2024-10-11,112.95,113.03,112.15,112.45,96015,71366,0.0
355,2024-10-14,112.59,113.0,111.93,112.27,95259,72174,0.0
356,2024-10-15,112.27,112.64,111.67,112.61,89666,73180,0.0
357,2024-10-16,112.75,112.75,111.82,112.08,87085,75165,0.0
358,2024-10-17,112.13,113.04,111.96,112.83,68983,76954,0.0
359,2024-10-18,113.1,113.36,112.13,112.44,105163,77503,0.0
360,2024-10-21,112.43,112.62,112.16,112.58,64010,77354,0.0
361,2024-10-22,112.58,112.58,111.9,111.92,62469,77129,0.0
362,2024-10-23,111.87,112.01,111.04,111.53,90062,76523,0.0
363,2024-10-24,111.8,112.05,111.23,111.43,72424,77021,0.0
364,2024-10-25,111.53,111.65,111.08,111.2,68814,75967,0.0
365,2024-10-28,111.11,111.36,110.63,110.85,66260,76227,0.0
366,2024-10-29,110.8,111.46,110.6,111.44,79919,74456,0.0
367,2024-10-30,111.44,111.59,111.23,111.36,52422,72290,0.0
368,2024-10-31,111.35,111.65,111.12,111.57,54587,71573,0.0
369,2024-11-01,111.7,112.26,111.62,112.22,53243,71903,0.0
370,2024-11-04,112.18,112.44,112.0,112.13,43871,70364,0.0
371,2024-11-05,112.25,112.73,112.08,112.66,67489,68813,0.0
372,2024-11-06,112.77,113.08,112.51,112.53,59432,66047,0.0
373,2024-11-07,112.57,112.81,112.44,112.64,49799,65639,0.0
374,2024-11-08,112.61,113.08,112.54,112.81,57970,65432,0.0
375,2024-11-11,112.9,113.07,112.66,113.0,51411,63177,0.0
376,2024-11-12,113.11,113.75,113.04,113.75,55767,65592,0.0
377,2024-11-13,113.6,113.8,113.23,113.43,59290,61588,0.0
378,2024-11-14,113.33,113.42,113.02,113.21,47514,57930,0.0
379,2024-11-15,113.24,113.38,112.88,113.1,48903,57131,0.0
380,2024-11-18,112.94,112.94,111.93,111.93,63151,46441,0.0
381,2024-11-19,111.83,112.54,111.81,112.52,50854,40142,0.0
382,2024-11-20,112.5,112.51,112.16,112.33,33751,35862,0.0
383,2024-11-21,112.29,112.98,112.15,112.92,32197,33471,0.0
384,2024-11-22,113.1,113.47,112.95,113.41,60601,63179,0.0
385,2024-11-25,113.29,114.15,113.27,114.1,66838,70404,0.0
386,2024-11-26,114.2,114.39,113.92,114.13,50191,71577,0.0
387,2024-11-27,114.2,114.53,113.73,113.81,60883,69173,0.0
388,2024-11-28,113.97,114.48,113.9,114.43,46826,72224,0.0
389,2024-11-29,114.88,114.96,114.32,114.54,72331,68900,0.0
390,2024-12-02,115.0,115.55,114.98,115.44,60122,73449,0.0
391,2024-12-03,115.35,115.35,114.88,114.95,60180,74404,0.0
392,2024-12-04,115.28,115.8,115.22,115.79,52779,78412,0.0
393,2024-12-05,115.59,115.94,115.44,115.71,50792,78309,0.0
394,2024-12-06,115.61,115.81,115.06,115.38,70333,77025,0.0
395,2024-12-09,115.45,115.78,115.28,115.43,58968,77409,0.0
396,2024-12-10,116.44,117.28,116.0,116.95,97116,74720,0.0
397,2024-12-11,116.6,117.12,116.41,117.01,66414,75525,0.0
